team,association,variable,Unit,Date,Value
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M6,38
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M7,34
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M8,37
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M9,39
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M10,38
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M11,38
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M12,38
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M1,37
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M2,18
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M3,19
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M4,18
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M5,17
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M7,17
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M8,17
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M9,15
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M10,19
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M11,17
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M12,16
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M1,17
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M2,17
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M3,17
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M4,17
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M5,18
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M6,16
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M7,12
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M8,13
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M9,13
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M10,13
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M11,14
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M12,14
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M1,14
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M2,13
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M3,13
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M4,13
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M5,12
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M6,12
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M7,16
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M8,16
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M9,16
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M10,21
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M11,22
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M12,23
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M1,23
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M2,23
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M3,25
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M4,26
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M5,26
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M6,26
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M7,27
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M8,28
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M9,22
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M10,23
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M11,22
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M12,23
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M1,23
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M2,16
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M3,15
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M4,15
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M5,15
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M7,12
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M8,12
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M9,12
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M10,12
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M11,11
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M12,11
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M1,11
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M2,17
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M3,18
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M4,13
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M5,13
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M6,14
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M7,15
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M8,16
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M9,25
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M10,23
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M11,24
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M12,24
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M1,25
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M2,17
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M3,17
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M4,17
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M5,16
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M6,13
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M7,13
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M8,15
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M9,14
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M10,12
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M11,14
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M12,14
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M1,14
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M2,16
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M3,16
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M4,19
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M5,19
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M6,21
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M7,29
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M8,29
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M9,29
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M10,14
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M11,11
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M12,11
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M2,20
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M3,20
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M4,19
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M5,19
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M7,40
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M8,40
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M9,37
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M10,38
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M11,38
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2010M12,37
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M1,38
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M2,43
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M3,42
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M4,48
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M5,49
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M6,48
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M7,50
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M8,52
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M9,48
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M10,47
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M11,48
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2011M12,50
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M1,56
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M2,66
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M3,66
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M4,64
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M5,64
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M6,64
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M7,59
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M8,59
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M9,61
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M10,71
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M11,62
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M12,61
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M1,67
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M2,79
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M3,79
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M4,60
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M5,62
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M6,65
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M7,71
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M8,51
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M9,61
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M10,59
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M11,51
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M12,50
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M1,50
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M2,46
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M3,50
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M4,50
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M5,50
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M6,56
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M7,53
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M8,54
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M9,42
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M10,40
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M11,41
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M12,42
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M1,42
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M2,45
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M3,49
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M4,48
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M5,48
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M6,49
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M7,42
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M8,42
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M9,42
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M10,48
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M11,51
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M12,59
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M1,57
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M2,62
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M3,61
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M4,63
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M5,63
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M6,58
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M7,53
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M8,54
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M9,59
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M10,59
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M11,65
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M12,65
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M1,62
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M2,33
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M3,32
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M4,33
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M5,33
Cameroon,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M6,32
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M8,49
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M9,52
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M10,52
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M11,53
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M12,55
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M2,54
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M3,55
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M4,46
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M5,40
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M6,40
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M7,40
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M9,43
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M10,46
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M11,45
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M12,47
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M2,38
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M4,43
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M5,49
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M6,42
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M7,38
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M8,39
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M9,43
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M10,37
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M11,36
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1995M12,36
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M1,39
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M2,33
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M4,33
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M5,29
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M7,29
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M8,21
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M9,26
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M10,26
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M11,26
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1996M12,26
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M2,21
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M4,26
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M5,27
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M6,27
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M7,27
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M8,23
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M9,29
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M10,27
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M11,17
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1997M12,16
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M2,7
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M3,8
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M4,6
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M5,9
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M7,15
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M8,15
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M9,12
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M10,15
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M11,16
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1998M12,16
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M1,20
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M2,20
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M3,21
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M4,21
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M5,23
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M6,29
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M7,22
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M8,23
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M9,24
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M10,23
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M11,22
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,1999M12,23
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M1,23
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M2,26
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M3,24
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M4,23
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M5,22
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M6,23
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M7,22
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M8,22
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M9,20
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M10,19
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M11,19
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2000M12,19
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M1,21
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M2,22
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M3,22
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M4,28
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M5,32
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M6,35
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M7,31
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M8,35
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M9,37
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M10,37
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M11,39
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2001M12,39
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M1,39
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M2,42
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M3,43
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M4,44
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M5,45
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M7,45
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M8,50
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M9,57
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M10,67
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M11,72
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2002M12,84
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M1,78
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M2,79
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M3,77
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M4,80
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M5,73
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M6,70
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M7,74
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M8,73
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M9,58
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M10,59
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M11,68
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2003M12,80
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M1,80
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M2,81
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M3,80
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M4,71
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M5,77
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M6,65
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M7,66
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M8,67
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M9,66
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M10,79
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M11,80
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2004M12,74
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M1,75
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M2,74
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M3,74
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M4,76
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M5,76
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M6,77
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M7,72
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M8,73
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M9,76
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M10,72
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M11,63
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2005M12,64
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M1,64
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M2,66
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M3,67
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M4,67
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M5,64
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M7,46
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M8,44
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M9,45
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M10,44
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M11,42
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2006M12,41
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M1,40
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M2,34
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M3,32
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M4,37
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M5,43
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M6,53
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M7,47
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M8,47
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M9,47
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M10,45
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M11,45
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2007M12,45
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M1,45
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M2,40
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M3,39
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M4,40
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M5,41
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M6,47
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M7,43
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M8,39
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M9,40
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M10,36
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M11,35
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2008M12,31
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M1,30
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M2,31
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M3,30
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M4,26
Chile,FIFA - International Federation of Association Football,Rank,1 = the best team,2009M5,26
